CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian,cvap.all_races(count),cvap.black_aa(count),cvap.white(count),pct_cvap.black_aa(%),pct_cvap.white(%),pct_cvap.all_races.within_state(%),land.area(square_miles),cvap.density(count/squaremiles),registered_within_county_cvap.democrats(%),registered_within_county_cvap.republicans(%),registered_within_county_cvap.libertarians(%),registered_within_county_cvap.green(%),registered_within_county_cvap.constitution(%),registered_within_county_cvap.unaffiliated(%),registered_within_county_cvap.total(%),pct_registered.within_race_cvap.black_aa(%),pct_registered.among_all_races_cvap.black_aa(%),pct_registered.among_registered.black_aa(%),pct_registered.within_race_cvap.white(%),pct_registered.among_all_races_cvap.white(%),pct_registered.among_registered.white(%),most_registrants(party),most_registered(%)
BERTIE,8649,1448,27,2,2,2712,4591,7665,19,565,37,5506,6943,391,12840,2020-02-25,,16024,9752,5808,60.85871193210185,36.24563155267099,0.2161555208216284,741.2837890625,21.61655257599187,53.975287069395904,9.036445332001996,0.16849725411882177,0.012481278082875686,0.012481278082875686,16.92461308037943,80.1298052920619,78.59926168990977,47.83449825262107,59.69626168224299,79.0461432506887,28.65077383924114,35.75545171339564,democrats,53.975287069395904
BLADEN,10849,4368,50,1,7,6682,12595,7918,384,1060,430,9913,11710,334,21957,2020-02-25,,25522,9099,15246,35.651594702609515,59.736697750959955,0.34427865716485273,887.71806640625,28.75011894634604,42.50842410469399,17.11464618760285,0.19590941148812788,0.0039181882297625575,0.027427317608337904,26.18133375127341,86.03165896089648,87.02055170897901,31.024214403259933,36.06139272213873,82.61183261183261,49.349580753859414,57.362116864781164,democrats,42.50842410469399
BRUNSWICK,26046,40997,470,16,35,38428,89080,8585,320,8007,1359,46834,53966,5192,105992,2020-02-25,,103762,10700,88965,10.312060291821668,85.73948073475839,1.3996960279264732,896.3173828125,115.76479714630939,25.101674986989458,39.5106108209171,0.45295965767814805,0.015419903240107169,0.03373103833773443,37.03475260692739,102.14914901408994,80.23364485981308,8.273741832270003,8.09966789946411,100.12926431742821,85.85031128929666,84.04407879839988,republicans,39.5106108209171
BUNCOMBE,74032,44641,1523,157,79,75427,166385,10572,378,18524,3886,85729,101246,8884,195859,2020-02-25,,198618,12052,175761,6.067929392099407,88.49197957889012,2.6792546951167115,659.67060546875,301.08663074181646,37.27356030168464,22.475807832119948,0.7667985781751906,0.07904620930630658,0.03977484417323707,37.97591356271838,98.6109013281777,87.7198805177564,5.322780412651421,5.397760633925426,94.66548324144719,83.7713600982791,84.95141913315192,unaffiliated,37.97591356271838
BURKE,15429,20370,285,18,25,18497,47518,3170,80,3856,945,25044,28155,1425,54624,2020-02-25,,70327,4872,60714,6.927638033756594,86.3309966300283,0.9486750694472453,513.1185546875,137.05799440994804,21.938942369218083,28.96469350320645,0.4052497618268944,0.02559472179959333,0.035548224721657404,26.301420507059877,77.67144908783256,65.0656814449918,4.5075148947061585,5.803309900410076,78.26530948380933,67.56722169294865,86.9910661980082,republicans,28.96469350320645
CABARRUS,41505,49132,930,47,83,47597,94970,26197,354,17773,5215,60375,71413,7506,139294,2020-02-25,,140011,24736,104393,17.667183292741285,74.56057024090964,1.8886763995105476,364.63603515625,383.974666519188,29.644099392190615,35.09152852275893,0.6642335245087886,0.03356879102356244,0.05928105648841877,33.9951860925213,99.48789737949161,105.90637128072446,18.710672732856704,18.806983789682256,90.97353270813177,67.8303847554835,68.17953393541717,republicans,35.09152852275893
CALDWELL,11602,24077,364,31,19,15371,46097,2696,66,2605,870,23993,26431,1040,51464,2020-02-25,,63099,2933,58071,4.648251160874182,92.0315694385014,0.8511730659213635,474.66123046875,132.93480897457502,18.38697919142934,38.157498534049665,0.5768712657886813,0.04912914626222285,0.030111412225233364,24.36013249021379,81.56072203996894,91.91953631094442,4.2726509136436395,5.238613399658013,79.38041363158892,73.05504049192538,89.57135084719415,republicans,38.157498534049665
CAMDEN,1810,2586,60,0,2,3224,6291,963,10,418,35,3635,3851,196,7682,2020-02-25,,7869,1100,6464,13.978904562206125,82.14512644554581,0.10614876393817985,305.5676513671875,25.75207148005389,23.00165205235735,32.863133816240946,0.7624857033930614,0.0,0.025416190113102047,40.9708984623205,97.62358622442495,87.54545454545455,12.237895539458636,12.535797969278834,97.32363861386139,79.94662600076249,81.89273626659724,unaffiliated,40.9708984623205
CARTERET,10618,22985,243,5,11,18313,46344,2464,95,3272,538,23422,26487,2266,52175,2020-02-25,,55387,3221,49642,5.815444057269756,89.62752992579486,0.7471421512573347,1039.70126953125,53.27203267239566,19.17056348962753,41.49890768591908,0.43873111018831135,0.009027389098524925,0.019860256016754833,33.063715312257386,94.2008052431076,76.49798199316982,4.4486973477530825,4.722568279827503,93.35643205350308,83.67306407640783,88.82414949688548,republicans,41.49890768591908
CASWELL,6891,3414,37,2,7,4365,9088,4808,17,803,156,6606,7650,460,14716,2020-02-25,,18072,6178,11345,34.18548030101815,62.77667109340416,0.24378198778634974,428.91376953125,42.13434327312567,38.13081009296149,18.89110225763612,0.20473660911907923,0.011066843736166445,0.03873395307658256,24.153386454183266,81.42983621071271,77.8245386856588,26.604692341744133,32.67192171785811,80.10577346848832,50.28773793714033,61.75591193259038,democrats,38.13081009296149
CATAWBA,22703,44103,459,16,46,35201,83307,8928,121,10172,3310,46300,52482,3746,102528,2020-02-25,,115407,9832,96398,8.519413900369996,83.5287287599539,1.5567810903308579,413.802685546875,278.89379172945667,19.67211694264646,38.21518625386675,0.3977228417686969,0.013863977055117974,0.039858934033464175,30.501616019825487,88.84036496919597,90.80553295362083,7.73609919675583,8.707865168539326,86.41984273532645,72.18539603316957,81.25292602996255,republicans,38.21518625386675
CHATHAM,20417,13148,272,16,23,20494,41245,6066,109,6950,1697,23091,27228,4051,54370,2020-02-25,,51871,6605,41593,12.733511981646778,80.1854600836691,0.6997131191050104,708.890966796875,73.17204257007138,39.361107362495424,25.347496674442368,0.5243777833471497,0.03084575196159704,0.044340768444795745,39.50955254381061,104.81772088450194,91.83951551854656,11.694395712440476,11.156887989700202,99.16332075108792,79.51456497850437,75.85984918153393,unaffiliated,39.50955254381061
CHEROKEE,4269,10012,127,7,8,7026,20483,216,124,626,177,10165,11215,69,21449,2020-02-25,,22595,282,21065,1.248063730913919,93.22859039610533,0.3047949321620503,466.979931640625,48.385376906064764,18.893560522239433,44.31068820535517,0.5620712547023677,0.03098030537729586,0.035406063288338126,31.09537508298296,94.92808143394556,76.59574468085107,0.9559637087851295,1.0070399552426688,97.2371231901258,90.65279929187874,95.49629353349806,republicans,44.31068820535517
CHOWAN,4179,2678,30,3,1,2962,6412,2980,12,449,61,4297,5380,176,9853,2020-02-25,,11146,3774,7057,33.85968060290687,63.314193432621565,0.15035380897889852,233.3517333984375,47.76480481920703,37.49327112865602,24.026556612237574,0.2691548537591961,0.02691548537591961,0.00897182845863987,26.574555894491297,88.39942580297864,78.9613142554319,26.736048806746815,30.244595554653404,90.86013886920787,57.527364076798854,65.07662640820055,democrats,37.49327112865602
CLAY,1620,3851,55,3,5,3118,8252,46,15,339,57,4017,4429,206,8652,2020-02-25,,8704,133,8366,1.5280330882352942,96.11672794117646,0.11741248460006574,220.8263671875,39.4155829797697,18.612132352941178,44.244025735294116,0.6318933823529411,0.034466911764705885,0.05744485294117647,35.822610294117645,99.40257352941177,34.58646616541353,0.5284926470588235,0.53166897827092,98.63734162084629,94.80698529411765,95.37679149329635,republicans,44.244025735294116
CLEVELAND,23089,21675,282,10,28,17882,45760,13420,86,3700,656,27933,32965,2068,62966,2020-02-25,,74468,14872,57039,19.97099425256486,76.59531610893269,1.004535030238706,468.2775390625,159.02535096833017,31.005264006016006,29.106461835956384,0.37868614706988235,0.013428586775527744,0.03760004297147768,24.01299887199871,84.55443949078798,90.23668639053254,18.02116345275823,21.313089603913223,80.22581041042093,61.44921308481496,72.6741416002287,democrats,31.005264006016006
COLUMBUS,17063,8137,78,3,11,9802,21919,10747,939,1489,307,15664,18769,661,35094,2020-02-25,,43010,13261,26953,30.832364566379912,62.66682166937922,0.5801827852307936,953.15517578125,45.12381728898132,39.6721692629621,18.9188560799814,0.1813531736805394,0.006975122064636131,0.02557544757033248,22.790048825854452,81.59497791211346,81.04215368373426,24.987212276214834,30.62346839915655,81.3230438170148,50.962566844919785,62.45797002336582,democrats,39.6721692629621
CRAVEN,21353,24777,410,27,28,22438,48625,14624,164,5620,1624,30285,36510,2238,69033,2020-02-25,,78104,16604,55120,21.258834374679914,70.57256990679095,1.0535828006897443,770.877392578125,101.31831696190845,27.339188773942436,31.723087165830176,0.5249411041688006,0.03456929222575028,0.035849636382259555,28.728362183754992,88.38599815630441,88.07516261141893,18.72375294479156,21.184071386148652,88.21661828737301,62.25673461026324,70.43732707545666,republicans,31.723087165830176
CUMBERLAND,92143,47674,1319,47,113,68058,88798,85830,2271,32455,12119,86193,108444,14717,209354,2020-02-25,,241269,89866,114659,37.24722198044506,47.52330386415163,3.2545947549371856,658.12822265625,366.598774667681,38.19098185013408,19.759687319962367,0.5466926957047943,0.01948033108273338,0.046835689624444087,28.208348358056774,86.7720262445652,95.508868760154,35.57440035810651,40.99754482837682,77.44529430746823,36.80456254222465,42.4152392598183,democrats,38.19098185013408
CURRITUCK,3564,7982,176,10,9,8531,18109,1078,46,1039,152,9608,10161,503,20272,2020-02-25,,19843,1136,17563,5.724940785163533,88.50980194527037,0.26767186717820596,443.646337890625,44.72706817404638,17.960993801340525,40.225772312654335,0.8869626568563221,0.050395605503200123,0.045356044952880106,42.992491054780025,102.16197147608729,94.8943661971831,5.432646273244973,5.31767955801105,103.10880829015544,91.2614020057451,89.33011049723757,unaffiliated,42.992491054780025
DARE,7990,9561,223,11,9,11807,27539,572,36,1454,258,13766,15172,663,29601,2020-02-25,,27770,626,25786,2.254231184731725,92.85559956787901,0.3746030212940976,1248.6279296875,22.240412327593962,28.772056175729205,34.42924018725243,0.803024846957148,0.03961109110550954,0.03240907454087144,42.51710478934102,106.59344616492618,91.3738019169329,2.059776737486496,1.932367149758454,106.79826262312884,99.1681670867843,93.03401912097564,unaffiliated,42.51710478934102
DAVIDSON,23410,50503,482,22,42,32289,88249,10118,250,8131,2127,48047,54815,3886,106748,2020-02-25,,122830,11529,105834,9.386143450297158,86.16298949767972,1.6569135435921503,567.52353515625,216.43155286270652,19.058861841569648,41.11617682976472,0.3924122771309941,0.017910933810958235,0.03419360091182936,26.287551901001383,86.90710738418953,87.76129759736317,8.237401286330702,9.478397721737176,83.38435663397397,71.84645444923879,82.67040131899427,republicans,41.11617682976472
DAVIE,4996,15219,135,6,13,9310,25566,1861,36,2216,547,13562,15113,1004,29679,2020-02-25,,31801,1897,28512,5.965221219458508,89.6575579384296,0.4289791386450702,266.549169921875,119.30631788994431,15.710197792522248,47.85698562938273,0.4245149523599887,0.018867331215999497,0.04087921763466558,29.275808936825886,93.32725385994151,98.10226673695308,5.852017232162511,6.270426901175916,89.66750841750842,80.39369831137385,86.14171636510665,republicans,47.85698562938273
DUPLIN,12430,8252,105,3,18,8426,17896,8380,49,2909,1615,12702,15243,1289,29234,2020-02-25,,39263,11237,25046,28.61982018694445,63.79033695845962,0.5296376818534445,819.26748046875,47.92451908079566,31.658304255915237,21.01724269668645,0.26742734890354786,0.007640781397244225,0.04584468838346535,21.460408017726614,74.45686778901256,74.57506451899974,21.343249369635533,28.665252787849763,71.4525273496766,45.579807961694215,61.21639187247725,democrats,31.658304255915237
DURHAM,123821,25882,1138,109,54,76422,109263,78636,570,38957,9290,93404,118482,15540,227426,2020-02-25,,213778,85724,107439,40.09954251606807,50.25727623983759,2.883755300187598,298.5773681640625,715.9886273849568,57.920365987145544,12.106952071775392,0.5323279289730468,0.05098747298599482,0.025259849002235966,35.74829963794217,106.38419294782437,91.73160375157482,36.78395344703384,34.576521593837114,101.69770753636948,51.110497806135335,48.04331958527169,democrats,57.920365987145544
EDGECOMBE,23244,5888,78,6,14,5434,12168,20847,72,1577,427,14665,19251,748,34664,2020-02-25,,40298,23365,15945,57.98054494019554,39.567720482406074,0.543599299679854,506.72197265625,79.52684543904188,57.68028189984614,14.61114695518388,0.19355799295250384,0.014889076380961834,0.03474117822224428,13.484540175691102,86.01915727827684,89.22319708966403,51.732095885651894,60.14020309254558,76.31232361241769,30.1950469005906,35.10270020770829,democrats,57.68028189984614
FORSYTH,101865,73421,1395,87,111,80550,159438,68561,510,28920,10384,109262,134786,13381,257429,2020-02-25,,265476,71907,172547,27.08606427699679,64.99532914463077,3.5811347382452956,412.05966796875,644.265917381978,38.37070017628712,27.656360650303604,0.5254712290376531,0.03277132396148805,0.041811689192243366,30.34172580572255,96.96884087450466,95.34676735227447,25.825686691075653,26.63297452889923,92.40264971283186,60.057406319215296,61.93474705646994,democrats,38.37070017628712
FRANKLIN,16653,13671,239,16,29,13357,28497,10921,130,4417,1095,19255,21992,2718,43965,2020-02-25,,48112,12880,32786,26.77086797472564,68.14516129032258,0.6490061418977899,494.820751953125,97.2311686809726,34.61298636514799,28.414948453608247,0.49675756568007984,0.03325573661456601,0.0602760226139009,27.76230462254739,91.38052876621217,84.79037267080746,22.699118722979716,24.84021380643694,86.91819679131336,59.23054539408048,64.81746844080519,democrats,34.61298636514799
GASTON,41078,53919,831,35,86,44231,102961,23744,319,13156,3878,61115,72868,6197,140180,2020-02-25,,160890,25578,126462,15.897818385232146,78.6015289949655,2.1703233740009855,363.5851318359375,442.50984408405145,25.53172975324756,33.51295916464665,0.516501957859407,0.021753993411647708,0.05345266952576294,27.491453788302568,87.12785132699359,92.82977558839627,14.757909130461806,16.938222285632758,81.41655200771774,63.994654733047426,73.44913682408333,republicans,33.51295916464665
GATES,3833,1758,30,0,2,2279,4900,2574,16,412,41,3540,4028,334,7902,2020-02-25,,9142,3145,5795,34.40166265587399,63.388755195799604,0.12332087939037237,345.696435546875,26.44516708868519,41.927368190767886,19.229927805731787,0.3281557646029315,0.0,0.021877050973528767,24.928899584336033,86.43622839641216,81.84419713831478,28.155764602931526,32.57403189066059,84.55565142364107,53.59877488514548,62.00961781827385,democrats,41.927368190767886
GRAHAM,1497,2681,26,0,2,1597,5394,4,269,136,19,2759,2974,70,5803,2020-02-25,,6748,13,6049,0.19264967397747482,89.64137522228809,0.09102705033102523,301.4247802734375,22.38701142579768,22.184350918790752,39.73029045643153,0.38529934795494963,0.0,0.02963841138114997,23.666271487848253,85.99585062240664,30.76923076923077,0.05927682276229994,0.06892986386351888,89.17176392792197,79.93479549496146,92.9519214199552,republicans,39.73029045643153
GRANVILLE,17330,9432,153,8,16,10738,22658,11884,76,3059,789,16156,19068,2453,37677,2020-02-25,,45207,14691,27815,32.49717964032119,61.52808193421373,0.609819185583085,536.306884765625,84.29315618380735,38.33477116375783,20.864025482779216,0.3384431614572964,0.017696374455283475,0.03539274891056695,23.752958612604242,83.34328754396444,80.89306378054592,26.2879642533236,31.54178942060143,81.45964407693691,50.120556550976616,60.137484406932614,democrats,38.33477116375783
GREENE,5676,2210,21,4,5,3085,6166,4028,10,797,419,4884,5883,234,11001,2020-02-25,,15373,6093,8262,39.63442399011254,53.743576400182135,0.20737386555110418,266.3340576171875,57.72074415693476,36.921876016392375,14.375853769596045,0.13660313536720223,0.026019644831848047,0.032524556039810054,20.067651076562804,71.56052819879008,66.1086492696537,26.20178234567098,36.61485319516407,74.63083999031711,40.10928250829376,56.04945004999546,democrats,36.921876016392375
GUILFORD,160175,90559,2049,123,146,111246,196072,124738,973,42515,10679,156015,195916,12367,364298,2020-02-25,,377164,129996,217532,34.4667041393134,57.67570605890276,5.087748430801838,657.76396484375,573.4032573365345,42.46826314282381,24.010510016862693,0.5432649987803714,0.032611808125908096,0.038709951108801474,29.495391924998145,96.58875184269972,95.95526016185113,33.072615626093686,34.24064913889178,90.1347847672986,51.9858735192118,53.8218711055235,democrats,42.46826314282381
HALIFAX,22979,4555,97,8,5,8816,14207,19413,1067,1773,255,15819,19744,897,36460,2020-02-25,,40163,21098,16426,52.530936434031325,40.898339267485,0.5417782190938006,731.264111328125,54.92270081059467,57.214351517565916,11.341284266613549,0.24151582302118865,0.019918830764634115,0.012449269227896322,21.950551502626794,90.78007120981998,92.01346099156318,48.33553270423026,53.24465167306637,86.49092901497626,35.37335358414461,38.965990126165664,democrats,57.214351517565916
HARNETT,24622,26717,547,22,48,23490,48647,16451,452,9896,3618,32541,38889,4016,75446,2020-02-25,,91068,20022,61667,21.985768876004744,67.71533359687267,1.2284604948941622,601.185986328125,151.4805768448093,27.036939429876576,29.337418192998637,0.6006500636886722,0.02415777221416963,0.05270786664909738,25.79391224140203,82.84578556682918,82.1646189191889,18.064523213422937,21.804999602364607,78.88660061296966,53.418324768305006,64.47923017787556,republicans,29.337418192998637
HAYWOOD,14443,14063,277,11,19,14589,40966,456,100,1880,389,19832,22761,809,43402,2020-02-25,,48576,498,46323,1.025197628458498,95.3619071146245,0.6552652633194845,554.476708984375,87.60692597706364,29.732789855072465,28.950510540184453,0.5702404479578392,0.022644927536231884,0.03911396574440053,30.033349802371543,89.34864953886694,91.56626506024097,0.9387351778656127,1.0506428275194692,88.43555037454396,84.33382740447958,94.38735542140915,unaffiliated,30.033349802371543
HENDERSON,16999,30670,485,29,32,34319,73661,2366,144,6363,2002,36449,43277,2808,82534,2020-02-25,,87030,2780,78722,3.19430081581064,90.45386648282202,1.1739899511424312,375.0859130859375,232.0268422878899,19.53234516833276,35.240721590256236,0.5572790991612088,0.03332184304262898,0.036768930253935427,39.43352866827531,94.83396529932207,85.10791366906474,2.7186027806503503,2.8666973610875517,93.5710474835497,84.63863035734803,89.24927908498316,unaffiliated,39.43352866827531
HERTFORD,10189,1406,33,4,7,2919,4657,9169,90,642,100,6157,8111,290,14558,2020-02-25,,18989,11346,6811,59.75038179998947,35.868134182948026,0.2561518462856903,361.4178466796875,52.54029421748316,53.65738058876192,7.40428669229554,0.17378482279214283,0.02106482700510822,0.036863447258939384,15.372057506977724,76.66543788509136,80.81262118808391,48.285849702459316,62.98255254842698,68.37468800469829,24.524724840697246,31.989284242340982,democrats,53.65738058876192
HOKE,13782,6488,227,9,26,9929,12708,12053,1948,3752,1990,13384,16455,622,30461,2020-02-25,,36475,13412,16039,36.77039067854695,43.972583961617545,0.492028995379986,392.3287353515625,92.97050333903036,37.78478409869774,17.787525702535984,0.6223440712816998,0.02467443454420836,0.07128169979437972,27.221384509938314,83.51199451679233,89.86728303012228,33.04455106237149,39.56862873838679,79.23187231124135,34.840301576422206,41.71891927382555,democrats,37.78478409869774
HYDE,1567,530,16,1,0,934,2273,642,1,132,35,1390,1571,87,3048,2020-02-25,,4052,1386,2499,34.20533070088845,61.67324777887463,0.054659396553247516,1378.1888671875,2.9400905031753775,38.67226061204344,13.079960513326752,0.39486673247778875,0.024679170779861797,0.0,23.05034550839092,75.22211253701876,46.32034632034632,15.844027640671273,21.062992125984252,90.95638255302121,56.095755182625865,74.57349081364829,democrats,38.67226061204344
IREDELL,28296,50222,642,35,46,42047,97325,13584,212,10167,3216,55139,61781,4368,121288,2020-02-25,,125492,15151,103122,12.073279571606157,82.17416249641411,1.6928225548519589,593.16591796875,211.56306557486894,22.54805087176872,40.020080961336184,0.5115863959455583,0.027890224078028877,0.03665572307398081,33.50572148025372,96.6499856564562,89.657448353244,10.82459439645555,11.199788932128488,94.37850313221233,77.55474452554745,80.24289294901392,republicans,40.020080961336184
JACKSON,9367,7614,197,9,6,10574,23376,658,1370,2363,561,12225,14190,1352,27767,2020-02-25,,34210,856,29295,2.502192341420637,85.63285589009061,0.46147530999175657,494.860205078125,69.13063456900757,27.380882782812044,22.256650102309266,0.5758550131540485,0.026308097047646885,0.017538731365097926,30.90909090909091,81.16632563577902,76.86915887850468,1.9234142063724058,2.369719451147045,79.79518689196108,68.33089739842151,84.18626427053697,unaffiliated,30.90909090909091
JOHNSTON,37990,50568,840,30,97,42447,95825,21328,369,14450,5642,59211,68501,4260,131972,2020-02-25,,131255,21604,100022,16.459563445202086,76.2043350729496,1.7705624616477056,795.70380859375,164.95459564529094,28.943659289169936,38.526532322578184,0.6399756199763819,0.022856272142013637,0.07390194659251076,32.33933945373509,100.54626490419413,98.72245880392519,16.249285741495562,16.161003849301366,95.80392313690987,73.0067426002819,72.61009911193284,republicans,38.526532322578184
JONES,3124,1938,24,1,1,2017,4406,2289,15,395,73,3225,3648,232,7105,2020-02-25,,7626,2507,4960,32.87437713086808,65.04065040650407,0.10287081888328371,474.618408203125,16.067644803056734,40.965119328612644,25.413060582218726,0.3147128245476003,0.013113034356150013,0.013113034356150013,26.448990296354577,93.16810910044585,91.30434782608695,30.01573564122738,32.216748768472904,88.83064516129032,57.776029373196955,62.01266713581985,democrats,40.965119328612644
LEE,13440,10496,210,4,17,12113,24147,7343,137,4653,2611,15707,19015,1558,36280,2020-02-25,,41586,8655,28283,20.812292598470638,68.01086904246621,0.5609737574193858,259.2414794921875,160.41414391501044,32.318568749098255,25.239263213581495,0.5049776367046602,0.009618621651517337,0.04087914201894868,29.12759101620738,87.24089837926225,84.84113229347199,17.65738469677295,20.239801543550165,85.3763745005834,58.06521425479729,66.55733186328555,democrats,32.318568749098255
LENOIR,18498,9637,112,2,10,8772,19269,15527,64,2171,628,15856,19889,1286,37031,2020-02-25,,42517,17241,23189,40.55083848813416,54.540536726485875,0.573532468720243,401.9778564453125,105.76950774348006,43.50730296116847,22.66622762659642,0.26342404214784676,0.00470400075264012,0.0235200037632006,20.631747301079567,87.09692593550815,90.05858128878835,36.519509843121575,41.92973454673112,83.09543317952478,45.32069525131124,52.03478166941211,democrats,43.50730296116847
LINCOLN,12181,26413,299,12,29,18758,49963,3119,83,4527,1454,26454,28860,2378,57692,2020-02-25,,61892,3374,55369,5.451431525883797,89.4606734311381,0.8348912565334639,307.111279296875,201.52955678378362,19.68105732566406,42.675951657726365,0.48309959283913917,0.019388612421637693,0.04685581335229109,30.30763265042332,93.21398565242681,92.44220509780676,5.039423511923997,5.406295500242668,90.23641387780165,80.72610353519033,86.60299521597449,republicans,42.675951657726365
MACON,5896,10842,147,14,14,8797,24400,183,50,1077,342,11849,13605,256,25710,2020-02-25,,26906,370,25490,1.3751579573329369,94.73723333085557,0.3629481055433558,519.645556640625,51.77760043584395,21.913327882256745,40.295844792982976,0.5463465398052479,0.05203300379097599,0.05203300379097599,32.69530959637255,95.55489481899949,49.45945945945946,0.6801456924106147,0.7117852975495916,95.723813260102,90.6860923214153,94.90470633994555,republicans,40.295844792982976
MADISON,5840,4328,113,10,5,6027,15151,176,27,969,164,7539,8069,715,16323,2020-02-25,,17302,349,16421,2.0171078488036067,94.90810310946712,0.233395083702934,451.763671875,38.298785575630234,33.753323315223675,25.014449196624668,0.6531036874349786,0.05779678649867068,0.02889839324933534,34.834123222748815,94.34169460178015,50.429799426934096,1.0172234423766038,1.0782331679225632,92.26600085256683,87.56791122413594,92.81994731360656,unaffiliated,34.834123222748815
MARTIN,8937,3239,38,2,6,3797,8652,6823,29,515,125,7061,8745,213,16019,2020-02-25,,18005,7664,9870,42.56595390169397,54.81810608164399,0.24287819223623436,462.456005859375,38.933433173911496,49.63621216328797,17.989447375728965,0.21105248542071647,0.011108025548458762,0.03332407664537628,21.08858650374896,88.96973063038045,89.02661795407099,37.89502915856706,42.593170609900746,87.65957446808511,48.0533185226326,54.01086210125476,democrats,49.63621216328797
MCDOWELL,6963,11309,155,8,10,9587,26568,798,25,641,373,13283,14749,0,28032,2020-02-25,,34704,1327,32124,3.8237667127708623,92.56569847856154,0.4681391159881298,448.05595703125,77.45461131672789,20.06396957123098,32.58702166897188,0.44663439372982944,0.023052097740894423,0.02881512217611803,27.625057630244353,80.77455048409405,60.13564431047475,2.2994467496542184,2.8467465753424657,82.7045199850579,76.55601659751038,94.77739726027397,republicans,32.58702166897188
MECKLENBURG,321704,164161,5069,231,325,254313,397343,238868,2026,107566,35294,323631,389190,32982,745803,2020-02-25,,709447,236096,395360,33.27887777381538,55.72791202161684,9.570075248398764,549.38505859375,1291.3474600418826,45.34574111949166,23.1392901795342,0.7145001670315049,0.0325605718256614,0.04581032832614698,35.84665239263821,105.12455475884738,101.17409867172675,33.66960463572332,32.02829701677253,100.50156819101578,56.007425501834526,53.27720591094431,democrats,45.34574111949166
MITCHELL,1049,6185,34,1,3,3122,9822,31,9,532,96,4852,5270,272,10394,2020-02-25,,11930,53,11452,0.44425817267393125,95.99329421626153,0.16092956586383092,221.617919921875,53.83138693931239,8.792958927074602,51.84409052808047,0.28499580888516346,0.008382229673093043,0.025146689019279127,26.16932103939648,87.12489522212908,58.490566037735846,0.2598491198658843,0.29824898980180875,85.76667830946559,82.33025984911987,94.49682509139889,republicans,51.84409052808047
MONTGOMERY,6292,5211,72,1,16,4421,11435,3192,42,1344,600,7355,8233,425,16013,2020-02-25,,19440,3883,14347,19.974279835390945,73.80144032921811,0.26223560439169097,501.343896484375,38.775778734559445,32.36625514403292,26.805555555555557,0.37037037037037035,0.0051440329218107,0.0823045267489712,22.741769547325102,82.37139917695474,82.2044810713366,16.419753086419753,19.933803784425155,79.70307381334077,58.82201646090535,71.41072878286393,democrats,32.36625514403292
MOORE,15898,28358,434,16,32,24387,56463,7931,310,4421,1263,30958,36989,1178,69125,2020-02-25,,73101,9057,60020,12.38970739114376,82.10557995102666,0.9860949031191873,705.23017578125,103.65551916297275,21.747992503522525,38.79290296986361,0.5936991286028919,0.021887525478447627,0.04377505095689525,33.36069274018139,94.56094991860576,87.56762724964116,10.849372785598009,11.473417721518988,94.07364211929357,77.23970944309927,81.68245931283906,republicans,38.79290296986361
NASH,31500,18674,232,8,38,15338,34585,26367,326,4512,1337,28822,35148,1820,65790,2020-02-25,,70634,28213,38595,39.942520599144885,54.640824532095024,0.9528163415947891,542.717626953125,130.14871176480273,44.59608687034573,26.437692895772575,0.3284537191720701,0.011325990316278279,0.053798454002321826,21.71475493388453,93.14211286349351,93.45691702406693,37.32904833366368,40.07751937984496,89.61005311568856,48.96367188606054,52.5687794497644,democrats,44.59608687034573
NEW HANOVER,50672,52390,1246,59,71,63557,131449,20592,381,15573,3111,72374,85060,10561,167995,2020-02-25,,176835,23260,143676,13.153504679503492,81.24862159640342,2.385413225442627,219.5846923828125,805.3156988362152,28.654960839200385,29.62648796901066,0.704611643622586,0.03336443577346113,0.040150422710436284,35.94141431277745,95.00098962309498,88.52966466036114,11.64475358384935,12.257507663918568,91.48988000779532,74.33426640653717,78.24578112443822,unaffiliated,35.94141431277745
NORTHAMPTON,9075,1386,26,4,3,2966,5206,7736,33,485,49,5879,7152,429,13460,2020-02-25,,16290,9203,6620,56.49478207489257,40.63842848373235,0.21974372405044473,549.893212890625,29.62393355314992,55.70902394106814,8.508287292817679,0.1596071209330878,0.024554941682013505,0.01841620626151013,18.207489257213012,82.62737875997544,84.05954580028252,47.48925721301412,57.4739970282318,78.6404833836858,31.958256599140576,38.67756315007429,democrats,55.70902394106814
ONSLOW,24820,39525,1086,41,81,41065,74746,18300,372,13200,5724,46555,55674,4389,106618,2020-02-25,,144189,21195,100276,14.69945696273641,69.5448335171199,1.945035471277445,819.47216796875,175.9535047509979,17.213518368252778,27.411938497388842,0.7531781203836632,0.028434901414116195,0.05617626864740029,28.479981135870283,73.94322729195709,86.34111818825194,12.691675509227473,17.164081112007352,74.54026885795206,51.83890588047632,70.10636102721867,unaffiliated,28.479981135870283
