CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian
ANSON,10014,2599,30,8,23,3481,6677,6807,28,2643,84,6236,7546,2373,16155,2020-07-25,
ASHE,4496,8273,77,3,9,5784,17581,106,21,934,217,8551,9551,540,18642,2020-07-25,
AVERY,1367,6846,53,4,4,3494,10989,78,18,683,90,5385,5995,388,11768,2020-07-25,
BEAUFORT,11811,11359,102,12,15,9642,22873,7678,42,2348,479,14315,16904,1722,32941,2020-07-25,
BERTIE,8579,1478,29,2,1,2768,4554,7653,19,631,38,5496,6904,457,12857,2020-07-25,
BLADEN,10727,4530,58,3,7,6852,12600,7942,394,1241,440,9954,11732,491,22177,2020-07-25,
BRUNSWICK,26317,42153,494,18,36,39306,90233,8610,327,9154,1372,47375,54508,6441,108324,2020-07-25,
BUNCOMBE,74475,44789,1501,169,84,76119,166832,10603,381,19321,3931,86090,101520,9527,197137,2020-07-25,
BURKE,15258,20909,298,27,35,18953,47728,3180,80,4492,959,25224,28177,2079,55480,2020-07-25,
CABARRUS,42275,49790,956,56,99,48941,95023,26682,351,20061,5354,60865,71833,9419,142117,2020-07-25,
CALDWELL,11259,24274,352,35,23,15584,45731,2659,59,3078,899,23774,26203,1550,51527,2020-07-25,
CAMDEN,1776,2673,56,1,2,3310,6363,966,11,478,34,3674,3890,254,7818,2020-07-25,
CARTERET,9791,22158,233,6,19,17219,43497,2193,81,3655,496,21884,24804,2738,49426,2020-07-25,
CASWELL,6842,3527,39,4,6,4447,9105,4812,18,930,159,6610,7665,590,14865,2020-07-25,
CATAWBA,22582,44754,476,22,53,35972,83460,8960,119,11320,3426,46520,52604,4735,103859,2020-07-25,
CHATHAM,20594,13342,267,13,22,20987,41308,6040,116,7761,1740,23170,27293,4762,55225,2020-07-25,
CHEROKEE,4200,10214,122,10,7,7100,20544,221,124,764,179,10238,11309,106,21653,2020-07-25,
CHOWAN,4153,2709,33,3,2,3037,6423,3003,13,498,62,4343,5401,193,9937,2020-07-25,
CLAY,1615,3912,57,3,4,3154,8270,45,15,415,57,4026,4437,282,8745,2020-07-25,
CLEVELAND,22684,22479,297,12,45,18346,45939,13446,90,4388,671,28090,33077,2696,63863,2020-07-25,
COLUMBUS,16814,8446,87,5,16,10002,21963,10730,941,1736,317,15671,18773,926,35370,2020-07-25,
CRAVEN,21282,25243,435,32,34,22985,48872,14632,162,6345,1638,30442,36656,2913,70011,2020-07-25,
CUMBERLAND,93202,48792,1398,63,139,69824,89426,86631,2308,35053,12445,87167,109221,17030,213418,2020-07-25,
CURRITUCK,3542,8290,177,11,8,8791,18479,1083,44,1213,160,9805,10365,649,20819,2020-07-25,
DARE,7610,9465,191,13,11,11341,26321,518,35,1757,244,13117,14500,1014,28631,2020-07-25,
DAVIDSON,23459,51406,498,30,53,32858,88377,10190,252,9485,2164,48260,54897,5147,108304,2020-07-25,
DAVIE,5003,15461,139,7,20,9492,25584,1879,35,2624,557,13622,15140,1360,30122,2020-07-25,
DUPLIN,12320,8462,101,3,21,8633,17887,8409,51,3193,1633,12753,15227,1560,29540,2020-07-25,
DURHAM,125470,25808,1160,122,63,78038,109607,78380,593,42081,9501,93727,118745,18189,230661,2020-07-25,
EDGECOMBE,22955,6035,87,6,14,5510,12092,20598,72,1845,439,14538,19094,975,34607,2020-07-25,
FORSYTH,102688,73693,1422,95,131,82342,159447,68725,508,31691,10642,109582,134852,15937,260371,2020-07-25,
FRANKLIN,16713,13967,264,20,29,13745,28551,10926,130,5131,1127,19274,22047,3417,44738,2020-07-25,
GASTON,41278,55184,883,45,110,45471,103708,24219,322,14722,3962,61867,73603,7501,142971,2020-07-25,
GATES,3827,1822,32,0,4,2343,4967,2585,17,459,42,3578,4069,381,8028,2020-07-25,
GRAHAM,1459,2731,26,0,3,1621,5408,4,266,162,19,2767,2978,95,5840,2020-07-25,
GRANVILLE,17256,9644,152,8,17,10999,22623,11856,78,3519,808,16118,19030,2928,38076,2020-07-25,
GREENE,5554,2290,22,5,4,3163,6119,4013,10,896,426,4886,5836,316,11038,2020-07-25,
GUILFORD,161564,90976,2084,144,159,113367,196140,125207,983,45964,10903,156891,196521,14882,368294,2020-07-25,
HALIFAX,22806,4606,95,8,5,9007,14176,19360,1064,1927,254,15788,19684,1055,36527,2020-07-25,
HARNETT,24702,27420,574,25,53,24090,48844,16551,454,11015,3759,32787,39129,4948,76864,2020-07-25,
HAYWOOD,14230,14554,285,13,28,15029,41424,465,106,2144,408,20064,23039,1036,44139,2020-07-25,
HENDERSON,17296,31090,501,36,35,35056,74228,2389,143,7254,2042,36761,43675,3578,84014,2020-07-25,
HERTFORD,10119,1442,35,3,9,3018,4641,9167,95,723,100,6167,8093,366,14626,2020-07-25,
HOKE,13905,6717,244,10,30,10231,13044,12304,1996,3793,2051,13733,16828,576,31137,2020-07-25,
HYDE,1541,549,17,1,0,975,2278,638,1,166,35,1398,1564,121,3083,2020-07-25,
IREDELL,28265,51460,661,40,55,43307,98110,13714,214,11750,3314,55754,62253,5781,123788,2020-07-25,
JACKSON,9349,7715,185,10,7,10686,23438,627,1366,2521,571,12287,14158,1507,27952,2020-07-25,
JOHNSTON,38521,51802,890,40,117,43756,96533,21705,379,16509,5855,60476,69829,4821,135126,2020-07-25,
JONES,3098,2006,31,1,1,2068,4450,2296,14,445,73,3230,3684,291,7205,2020-07-25,
LEE,13396,10772,217,5,25,12365,24158,7314,140,5168,2653,15740,19033,2007,36780,2020-07-25,
LENOIR,18338,9725,116,3,11,8976,19156,15489,63,2461,637,15791,19796,1582,37169,2020-07-25,
LINCOLN,12164,27064,306,18,35,19219,50222,3122,81,5381,1500,26608,29078,3120,58806,2020-07-25,
MACON,5793,11086,145,17,14,8979,24486,185,53,1310,357,11980,13742,312,26034,2020-07-25,
MADISON,5801,4305,113,10,6,6006,15023,169,26,1023,162,7491,7992,758,16241,2020-07-25,
MARTIN,8794,3317,37,4,7,3863,8614,6780,29,599,129,7024,8720,278,16022,2020-07-25,
MCDOWELL,6798,11576,152,9,12,9772,26593,797,26,903,388,13308,14761,250,28319,2020-07-25,
MECKLENBURG,327253,164841,5220,309,379,261426,399590,241115,2059,116664,36077,326690,392123,40615,759428,2020-07-25,
MITCHELL,1052,6292,35,1,2,3150,9854,32,10,636,98,4862,5295,375,10532,2020-07-25,
MONTGOMERY,6184,5373,74,2,20,4513,11466,3182,42,1476,601,7358,8240,568,16166,2020-07-25,
MOORE,15919,28787,457,24,41,24798,56686,7890,313,5137,1291,31110,37102,1814,70026,2020-07-25,
NASH,31227,18948,253,9,40,15861,34472,26348,331,5187,1363,28811,35064,2463,66338,2020-07-25,
NEW HANOVER,51223,52822,1286,85,83,64673,132089,20564,381,17138,3188,72750,85358,12064,170172,2020-07-25,
NORTHAMPTON,9059,1427,28,4,4,3074,5230,7748,33,585,49,5910,7163,523,13596,2020-07-25,
ONSLOW,25176,40745,1177,43,112,42392,75969,18510,389,14777,5870,47455,56489,5701,109645,2020-07-25,
ORANGE,51622,14649,643,41,31,43634,77568,12051,257,20744,3851,46211,55236,9173,110620,2020-07-25,
PAMLICO,3198,3403,44,0,5,2648,7165,1522,28,583,81,4189,4758,351,9298,2020-07-25,
PASQUOTANK,11311,6366,167,16,12,9523,15649,9674,41,2031,284,11926,14378,1091,27395,2020-07-25,
PENDER,11454,16310,295,11,24,13974,32233,5986,100,3749,858,18925,21221,1922,42068,2020-07-25,
PERQUIMANS,3166,2736,34,2,7,3050,6626,1968,18,383,38,4077,4713,205,8995,2020-07-25,
PERSON,10957,6943,104,5,8,8271,17414,6999,124,1751,365,11587,13770,931,26288,2020-07-25,
PITT,51897,30964,740,55,73,37387,67285,41827,253,11751,2783,50736,63928,6452,121116,2020-07-25,
POLK,3929,5713,89,9,9,5997,14191,662,7,886,213,7094,8288,364,15746,2020-07-25,
RANDOLPH,16755,46308,527,28,56,26493,76187,5696,279,8005,2961,40944,45814,3409,90167,2020-07-25,
RICHMOND,13841,6266,89,10,24,8209,16927,9350,395,1767,400,12601,15082,756,28439,2020-07-25,
ROBESON,42835,10310,204,14,67,20898,21244,20543,26130,6411,1719,32748,40562,1018,74328,2020-07-25,
ROCKINGHAM,19836,21752,278,14,36,17167,43144,11307,107,4525,923,26997,31947,139,59083,2020-07-25,
ROWAN,24732,38727,451,37,51,28870,68666,15550,179,8473,2118,41105,47007,4756,92868,2020-07-25,
RUTHERFORD,12123,17737,210,16,23,13870,36686,4198,65,3030,643,19578,22603,1798,43979,2020-07-25,
SAMPSON,14168,13822,138,6,20,8018,21468,10463,524,3717,2007,15870,19288,1014,36172,2020-07-25,
SCOTLAND,11108,3759,67,7,19,6271,9717,8392,1599,1523,183,8888,11464,879,21231,2020-07-25,
STANLY,9567,19010,158,13,30,12609,33330,4346,82,3629,458,18431,20720,2236,41387,2020-07-25,
STOKES,6286,15318,156,8,16,8444,27097,1203,56,1872,310,14269,15835,124,30228,2020-07-25,
SURRY,11305,19790,141,12,15,13590,39283,1743,53,3774,1474,19988,23035,1830,44853,2020-07-25,
SWAIN,3319,2743,41,5,0,3503,7539,116,1505,451,61,4462,4984,165,9611,2020-07-25,
TRANSYLVANIA,6191,8207,119,7,3,10970,23018,831,47,1601,194,11388,13120,989,25497,2020-07-25,
TYRRELL,1173,371,9,0,2,698,1420,687,7,139,35,1023,1165,65,2253,2020-07-25,
UNION,38885,65710,894,46,80,55281,119552,19047,416,21881,6690,71962,79913,9021,160896,2020-07-25,
VANCE,18010,4382,78,6,21,6146,11594,14864,53,2132,574,12126,15385,1132,28643,2020-07-25,
WAKE,280241,184279,5564,303,357,294578,482712,144083,1903,136624,28400,330353,378410,56559,765322,2020-07-25,
WARREN,8486,1956,41,0,3,2551,5139,6659,544,695,73,5736,6881,420,13037,2020-07-25,
WASHINGTON,5150,1160,18,0,0,1775,3670,4011,10,412,48,3501,4402,200,8103,2020-07-25,
WATAUGA,11842,13259,466,17,15,19274,40251,972,74,3576,1163,20261,23202,1410,44873,2020-07-25,
WAYNE,29287,23976,362,19,45,19426,41040,24160,138,7777,2358,31322,37871,3922,73115,2020-07-25,
WILKES,8198,22030,147,7,13,11219,37775,1613,46,2180,722,19022,21099,1493,41614,2020-07-25,
WILSON,27357,13521,190,10,34,14366,27350,22899,103,5126,1403,23641,29689,2148,55478,2020-07-25,
YADKIN,3486,13276,104,10,10,6732,21125,732,28,1733,754,10849,11890,879,23618,2020-07-25,
YANCEY,4439,4954,51,1,4,4160,12783,80,21,725,77,6270,6819,520,13609,2020-07-25,
ALAMANCE,36889,33761,550,20,47,32517,70285,21210,257,12032,4106,44168,54219,5397,103784,2020-06-23,
ALEXANDER,5165,10978,95,1,17,7577,21550,926,35,1322,340,11121,11971,741,23833,2020-06-23,
ALLEGHANY,2154,2743,31,2,1,2292,6660,74,8,481,179,3332,3601,290,7223,2020-06-23,
ANSON,10031,2557,29,8,23,3465,6676,6809,28,2600,84,6238,7550,2325,16113,2020-06-23,
ASHE,4520,8232,77,3,8,5746,17593,106,21,866,216,8557,9553,476,18586,2020-06-23,
AVERY,1339,6711,53,3,3,3386,10832,76,17,570,86,5293,5921,281,11495,2020-06-23,
BEAUFORT,11835,11298,99,12,13,9595,22883,7681,42,2246,474,14328,16921,1603,32852,2020-06-23,
BERTIE,8578,1470,29,2,2,2750,4561,7638,19,613,37,5489,6906,436,12831,2020-06-23,
BLADEN,10766,4477,55,1,7,6789,12593,7934,392,1176,441,9950,11721,424,22095,2020-06-23,
BRUNSWICK,26262,41934,473,18,35,39123,90107,8601,327,8810,1373,47304,54476,6065,107845,2020-06-23,
BUNCOMBE,73934,44458,1511,156,79,75128,165823,10516,377,18550,3883,85416,100931,8919,195266,2020-06-23,
BURKE,15277,20787,292,28,32,18847,47730,3181,79,4273,958,25219,28209,1835,55263,2020-06-23,
CABARRUS,42119,49579,944,51,93,48619,95195,26639,348,19223,5338,60917,71875,8613,141405,2020-06-23,
CALDWELL,11293,24170,351,34,23,15516,45760,2670,59,2898,899,23804,26238,1345,51387,2020-06-23,
CAMDEN,1779,2643,54,1,2,3284,6333,964,11,455,34,3659,3872,232,7763,2020-06-23,
CARTERET,9775,22039,225,7,16,17135,43466,2187,81,3463,498,21851,24801,2545,49197,2020-06-23,
CASWELL,6881,3493,38,4,6,4412,9112,4816,17,889,160,6619,7673,542,14834,2020-06-23,
CATAWBA,22568,44572,466,22,50,35796,83513,8950,118,10893,3408,46505,52628,4341,103474,2020-06-23,
CHATHAM,20501,13272,264,15,22,20857,41310,6036,116,7469,1734,23158,27282,4491,54931,2020-06-23,
CHEROKEE,4235,9960,126,7,8,6985,20357,217,124,623,176,10112,11141,68,21321,2020-06-23,
CHOWAN,4170,2689,31,3,2,3026,6420,3005,12,484,62,4330,5400,191,9921,2020-06-23,
CLAY,1612,3838,55,3,5,3101,8209,46,15,344,58,3994,4413,207,8614,2020-06-23,
CLEVELAND,22739,22282,287,9,42,18293,45963,13453,91,4145,668,28091,33100,2461,63652,2020-06-23,
COLUMBUS,16852,8317,82,5,16,9948,21956,10733,938,1593,314,15670,18770,780,35220,2020-06-23,
CRAVEN,21252,25103,410,32,28,22856,48811,14613,164,6093,1638,30414,36604,2663,69681,2020-06-23,
CUMBERLAND,92979,48535,1349,59,131,69432,89418,86555,2297,34215,12385,87055,109182,16248,212485,2020-06-23,
CURRITUCK,3567,8239,173,11,8,8777,18461,1084,46,1184,160,9802,10353,620,20775,2020-06-23,
DARE,7593,9394,188,11,11,11303,26280,520,35,1665,244,13094,14479,927,28500,2020-06-23,
DAVIDSON,23446,51032,483,27,49,32698,88352,10166,252,8965,2156,48229,54902,4604,107735,2020-06-23,
DAVIE,4998,15424,135,8,19,9456,25650,1879,35,2476,559,13648,15175,1217,30040,2020-06-23,
DUPLIN,12349,8393,100,3,20,8576,17910,8402,49,3080,1629,12763,15242,1436,29441,2020-06-23,
DURHAM,125166,25802,1140,117,59,77817,109797,78563,587,41154,9493,93879,118885,17337,230101,2020-06-23,
EDGECOMBE,22999,5977,79,6,13,5487,12116,20629,72,1744,439,14551,19127,883,34561,2020-06-23,
FORSYTH,102471,73579,1399,94,125,81881,159606,68702,510,30731,10598,109600,134939,15010,259549,2020-06-23,
FRANKLIN,16693,13877,254,19,28,13599,28569,10930,129,4842,1118,19275,22057,3138,44470,2020-06-23,
GASTON,41192,54807,855,45,103,45129,103618,24097,323,14093,3941,61723,73468,6940,142131,2020-06-23,
GATES,3820,1807,30,0,4,2323,4952,2580,16,436,42,3565,4059,360,7984,2020-06-23,
GRAHAM,1490,2678,26,0,2,1590,5380,4,267,135,18,2752,2964,70,5786,2020-06-23,
GRANVILLE,17272,9585,153,8,16,10959,22687,11871,78,3357,806,16167,19080,2746,37993,2020-06-23,
GREENE,5596,2264,22,5,4,3134,6128,4019,10,868,428,4880,5855,290,11025,2020-06-23,
GUILFORD,161159,90785,2056,139,149,112609,196168,125129,981,44619,10869,156708,196408,13781,366897,2020-06-23,
HALIFAX,22863,4579,94,9,5,8923,14188,19373,1065,1847,255,15802,19696,975,36473,2020-06-23,
HARNETT,24710,27285,549,23,51,23961,48931,16558,455,10635,3730,32826,39160,4593,76579,2020-06-23,
HAYWOOD,14332,14003,274,11,19,14523,40731,453,101,1877,391,19718,22639,805,43162,2020-06-23,
HENDERSON,16903,30475,482,29,31,34104,73193,2348,142,6341,2000,36179,43050,2795,82024,2020-06-23,
HERTFORD,10130,1435,33,3,9,2985,4650,9159,94,692,102,6161,8099,335,14595,2020-06-23,
HOKE,13876,6655,237,10,29,10143,12958,12218,1988,3786,2038,13648,16710,592,30950,2020-06-23,
HYDE,1549,539,17,1,0,963,2273,640,1,155,35,1397,1564,108,3069,2020-06-23,
IREDELL,28237,51138,648,37,48,43053,98114,13700,213,11134,3296,55740,62233,5188,123161,2020-06-23,
JACKSON,9363,7585,187,9,6,10516,23316,633,1364,2353,571,12218,14124,1324,27666,2020-06-23,
JOHNSTON,38408,51491,863,37,111,43407,96558,21651,375,15733,5822,60147,69522,4648,134317,2020-06-23,
JONES,3107,1994,30,1,1,2059,4442,2299,15,436,73,3234,3680,278,7192,2020-06-23,
LEE,13421,10720,213,4,24,12307,24224,7333,141,4991,2643,15762,19084,1843,36689,2020-06-23,
LENOIR,18367,9693,113,3,10,8937,19202,15492,63,2366,634,15820,19830,1473,37123,2020-06-23,
LINCOLN,12138,26840,299,18,30,19105,50216,3116,81,5017,1488,26600,29047,2783,58430,2020-06-23,
MACON,5827,10790,148,14,14,8748,24237,180,50,1074,341,11767,13520,254,25541,2020-06-23,
MADISON,5803,4294,113,10,5,6000,15054,173,26,972,164,7498,8015,712,16225,2020-06-23,
MARTIN,8848,3297,37,4,7,3848,8642,6805,29,565,129,7036,8753,252,16041,2020-06-23,
MCDOWELL,6887,11230,153,8,10,9517,26349,790,25,641,375,13165,14640,0,27805,2020-06-23,
MECKLENBURG,325800,164722,5134,283,363,259324,399572,240415,2049,113590,35943,326390,391848,37388,755626,2020-06-23,
MITCHELL,1041,6174,34,1,3,3105,9764,31,9,554,96,4818,5254,286,10358,2020-06-23,
MONTGOMERY,6209,5349,72,2,20,4493,11476,3184,42,1443,604,7367,8253,525,16145,2020-06-23,
MOORE,15876,28666,448,21,39,24721,56695,7900,312,4864,1282,31103,37112,1556,69771,2020-06-23,
NASH,31211,18853,239,8,37,15783,34490,26346,330,4965,1358,28812,35075,2244,66131,2020-06-23,
NEW HANOVER,51027,52682,1233,67,78,64360,131949,20570,386,16542,3176,72727,85300,11420,169447,2020-06-23,
NORTHAMPTON,9096,1420,28,4,4,3061,5244,7769,33,567,49,5921,7183,509,13613,2020-06-23,
ONSLOW,25074,40455,1118,42,104,42085,75774,18453,384,14267,5857,47287,56341,5250,108878,2020-06-23,
ORANGE,51606,14678,641,40,30,43606,77896,12109,260,20336,3849,46398,55557,8646,110601,2020-06-23,
PAMLICO,3197,3378,45,0,5,2641,7168,1518,27,553,83,4186,4756,324,9266,2020-06-23,
PASQUOTANK,11315,6369,168,16,12,9536,15663,9693,41,2019,284,11946,14394,1076,27416,2020-06-23,
PENDER,11484,16194,288,11,23,13942,32276,6017,100,3549,854,18980,21237,1725,41942,2020-06-23,
PERQUIMANS,3166,2710,34,2,7,3035,6616,1966,18,354,38,4067,4710,177,8954,2020-06-23,
PERSON,10957,6888,102,5,8,8190,17402,6992,124,1632,362,11561,13771,818,26150,2020-06-23,
PITT,51871,30884,738,55,71,37297,67494,41859,256,11307,2782,50790,64096,6030,120916,2020-06-23,
POLK,3908,5598,81,9,8,5858,14076,662,7,717,208,6996,8201,265,15462,2020-06-23,
RANDOLPH,16772,46059,513,26,53,26363,76175,5694,275,7642,2962,40928,45790,3068,89786,2020-06-23,
RICHMOND,13878,6198,87,11,21,8163,16930,9359,393,1676,399,12598,15091,669,28358,2020-06-23,
ROBESON,43011,10174,202,14,64,20705,21205,20548,26058,6359,1707,32660,40481,1029,74170,2020-06-23,
ROCKINGHAM,19801,21556,267,13,32,17082,43059,11301,106,4285,913,26873,31780,98,58751,2020-06-23,
ROWAN,24805,38463,435,36,48,28753,68839,15578,183,7940,2110,41204,47081,4255,92540,2020-06-23,
RUTHERFORD,12224,17441,213,11,21,13719,36544,4184,66,2835,637,19487,22516,1626,43629,2020-06-23,
SAMPSON,14175,13767,134,5,20,7948,21486,10468,523,3572,1994,15854,19312,883,36049,2020-06-23,
SCOTLAND,11118,3723,67,7,18,6200,9706,8381,1592,1454,182,8870,11453,810,21133,2020-06-23,
STANLY,9585,18916,156,13,28,12563,33379,4348,83,3451,455,18441,20766,2054,41261,2020-06-23,
STOKES,6319,15217,154,8,13,8411,27088,1207,55,1772,314,14224,15773,125,30122,2020-06-23,
SURRY,11347,19719,136,10,15,13499,39327,1742,53,3604,1463,20007,23058,1661,44726,2020-06-23,
SWAIN,3368,2668,39,5,0,3407,7509,115,1501,362,60,4440,4958,89,9487,2020-06-23,
TRANSYLVANIA,6160,8096,119,3,5,10766,22831,830,46,1442,189,11286,13013,850,25149,2020-06-23,
TYRRELL,1176,371,9,0,2,699,1422,689,7,139,35,1025,1167,65,2257,2020-06-23,
UNION,38759,65410,870,43,76,54942,119629,19027,419,21025,6668,71952,79933,8215,160100,2020-06-23,
VANCE,18026,4341,76,7,22,6096,11598,14872,53,2045,576,12131,15384,1053,28568,2020-06-23,
WAKE,278774,184118,5435,286,337,292549,482634,143939,1902,133024,28282,330274,378335,52890,761499,2020-06-23,
WARREN,8522,1921,43,0,3,2533,5134,6684,544,660,73,5746,6890,386,13022,2020-06-23,
WASHINGTON,5162,1148,19,0,0,1764,3674,4008,10,401,48,3501,4407,185,8093,2020-06-23,
WATAUGA,11912,13311,475,16,15,19359,40572,982,74,3460,1183,20409,23411,1268,45088,2020-06-23,
WAYNE,29320,23878,359,19,44,19325,41090,24154,139,7562,2351,31356,37891,3698,72945,2020-06-23,
WILKES,8220,21909,143,7,13,11180,37788,1615,44,2025,724,19025,21114,1333,41472,2020-06-23,
WILSON,27426,13448,186,8,34,14275,27388,22911,104,4974,1402,23649,29705,2023,55377,2020-06-23,
YADKIN,3498,13232,101,9,10,6706,21167,729,28,1632,751,10857,11919,780,23556,2020-06-23,
YANCEY,4458,4825,51,1,4,4056,12677,80,19,619,76,6213,6769,413,13395,2020-06-23,
ALAMANCE,37499,34733,597,24,54,33320,70461,21333,262,14171,4199,44387,54472,7368,106227,2020-09-19,0.0
ALEXANDER,5104,11301,102,2,19,7683,21542,923,36,1710,341,11129,11965,1117,24211,2020-09-19,0.0
ALLEGHANY,2134,2840,32,5,3,2347,6690,76,8,587,187,3343,3623,395,7361,2020-09-19,0.0
ANSON,10017,2707,32,8,23,3546,6722,6812,28,2771,85,6268,7555,2510,16333,2020-09-19,0.0
ASHE,4498,8529,78,4,14,5885,17727,110,22,1149,225,8621,9642,745,19008,2020-09-19,0.0
AVERY,1392,6989,58,5,6,3580,11097,77,19,837,92,5448,6054,528,12030,2020-09-19,0.0
BEAUFORT,11789,11627,109,15,15,9740,22950,7678,42,2625,479,14355,16926,2014,33295,2020-09-19,0.0
BERTIE,8596,1514,32,3,2,2807,4558,7671,19,706,40,5505,6914,535,12954,2020-09-19,0.0
BLADEN,10703,4699,61,2,7,6931,12619,7962,399,1423,438,9990,11749,664,22403,2020-09-19,0.0
BRUNSWICK,26636,43619,538,27,41,40198,91349,8633,336,10741,1397,47906,55122,8031,111059,2020-09-19,0.0
BUNCOMBE,75853,45971,1555,207,101,77981,167816,10678,382,22773,4016,86715,102071,12882,201668,2020-09-19,19.0
BURKE,15241,21586,306,33,41,19315,47978,3199,81,5264,972,25371,28299,2852,56522,2020-09-19,0.0
CABARRUS,42952,50668,997,61,104,49887,94861,26804,353,22651,5406,60905,71827,11937,144669,2020-09-19,0.0
CALDWELL,11252,25037,367,34,30,15853,45944,2658,62,3909,902,23878,26293,2402,52573,2020-09-19,0.0
CAMDEN,1762,2753,58,1,2,3365,6407,965,11,558,36,3699,3910,332,7941,2020-09-19,0.0
CARTERET,9904,22693,249,10,23,17487,43750,2210,84,4321,501,22037,24943,3386,50366,2020-09-19,1.0
CASWELL,6852,3683,41,4,8,4510,9153,4814,20,1111,163,6654,7673,771,15098,2020-09-19,0.0
CATAWBA,22733,45785,507,29,57,36458,83656,8980,125,12808,3470,46668,52729,6172,105569,2020-09-19,0.0
CHATHAM,20791,13599,283,15,24,21360,41383,6025,116,8548,1756,23258,27316,5498,56072,2020-09-19,0.0
CHEROKEE,4216,10496,125,10,7,7202,20775,224,130,927,186,10381,11464,211,22056,2020-09-19,0.0
CHOWAN,4162,2790,31,3,2,3084,6464,3007,13,586,65,4366,5451,255,10072,2020-09-19,2.0
CLAY,1630,4023,60,3,4,3178,8362,43,15,478,60,4084,4475,339,8898,2020-09-19,0.0
CLEVELAND,22697,23301,314,15,45,18704,46159,13531,91,5295,680,28290,33197,3589,65076,2020-09-19,0.0
COLUMBUS,16738,8873,89,5,19,10158,22002,10731,944,2205,318,15720,18776,1386,35882,2020-09-19,0.0
CRAVEN,21437,25699,460,34,44,23244,49008,14664,162,7084,1667,30554,36765,3599,70918,2020-09-19,0.0
CUMBERLAND,94380,50026,1490,76,159,71066,89821,87188,2330,37856,12616,87749,109806,19642,217197,2020-09-19,2.0
CURRITUCK,3591,8555,188,14,11,8909,18677,1088,46,1457,161,9935,10460,873,21268,2020-09-19,0.0
DARE,7690,9713,199,18,13,11509,26480,517,35,2110,245,13183,14593,1366,29142,2020-09-19,0.0
DAVIDSON,23526,52668,514,32,60,33306,88538,10225,252,11089,2184,48419,54976,6711,110106,2020-09-19,2.0
DAVIE,5051,15796,142,8,23,9655,25677,1876,35,3087,558,13678,15200,1797,30675,2020-09-19,0.0
DUPLIN,12371,8729,107,6,21,8725,17973,8440,51,3495,1645,12811,15299,1849,29959,2020-09-19,0.0
DURHAM,127731,26119,1208,129,77,79758,110076,78279,597,46067,9632,94055,119094,21873,235022,2020-09-19,3.0
EDGECOMBE,22975,6162,90,8,14,5592,12081,20538,72,2150,442,14543,19037,1261,34841,2020-09-19,0.0
FORSYTH,103511,74337,1450,106,139,83205,159378,68760,511,34098,10703,109616,134771,18361,262748,2020-09-19,1.0
FRANKLIN,16907,14415,278,21,35,14075,28657,11010,133,5931,1136,19371,22131,4229,45731,2020-09-19,0.0
GASTON,41767,56916,934,50,124,46373,104202,24435,325,17202,4013,62265,74033,9866,146164,2020-09-19,0.0
GATES,3847,1891,33,0,5,2390,5008,2597,18,543,42,3598,4108,460,8166,2020-09-19,0.0
GRAHAM,1404,2828,21,0,6,1668,5465,4,266,192,21,2806,3003,118,5927,2020-09-19,0.0
GRANVILLE,17317,9984,157,9,21,11281,22658,11875,79,4156,822,16150,19055,3564,38769,2020-09-19,1.0
GREENE,5534,2339,22,4,4,3193,6094,4006,11,985,425,4882,5813,401,11096,2020-09-19,0.0
GUILFORD,163114,92003,2141,171,175,114926,195843,125471,976,50238,10989,157245,196671,18614,372530,2020-09-19,2.0
HALIFAX,22825,4737,106,9,7,9204,14215,19392,1064,2217,257,15852,19701,1335,36888,2020-09-19,0.0
HARNETT,25004,28176,602,31,60,24624,49012,16652,457,12373,3818,32958,39330,6209,78497,2020-09-19,3.0
HAYWOOD,14231,15070,296,15,26,15382,41883,469,113,2555,419,20294,23317,1409,45020,2020-09-19,0.0
HENDERSON,17579,31734,521,39,41,35627,74600,2397,147,8397,2074,37002,43883,4656,85541,2020-09-19,0.0
HERTFORD,10107,1494,38,7,9,3081,4636,9165,94,841,99,6181,8083,472,14736,2020-09-19,0.0
HOKE,14103,6955,253,14,31,10502,13110,12369,2005,4373,2104,13970,17084,804,31858,2020-09-19,1.0
HYDE,1537,562,17,1,0,999,2275,638,1,202,35,1392,1570,154,3116,2020-09-19,0.0
IREDELL,28537,52787,711,45,67,44228,98541,13774,217,13843,3393,56050,62568,7757,126375,2020-09-19,0.0
JACKSON,9316,7840,191,15,9,10826,23421,612,1369,2795,567,12283,14114,1800,28197,2020-09-19,0.0
JOHNSTON,39116,52973,952,44,135,44672,96881,21904,384,18723,5939,61389,70793,5710,137892,2020-09-19,0.0
JONES,3083,2069,32,2,1,2075,4447,2291,15,509,73,3222,3689,351,7262,2020-09-19,0.0
LEE,13479,11079,221,8,32,12536,24162,7292,135,5765,2687,15794,19046,2515,37355,2020-09-19,1.0
LENOIR,18362,9916,121,3,13,9120,19155,15516,64,2800,633,15822,19789,1924,37535,2020-09-19,0.0
LINCOLN,12213,27987,323,19,38,19708,50521,3133,84,6549,1535,26793,29295,4200,60288,2020-09-19,1.0
