CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian
WASHINGTON,5158,1156,19,0,0,1763,3673,4008,10,405,48,3503,4404,189,8096,2020-07-04,
WATAUGA,11910,13309,473,17,15,19351,40537,979,74,3485,1179,20382,23396,1297,45075,2020-07-04,
WAYNE,29297,23900,356,19,44,19349,41074,24149,138,7604,2353,31347,37881,3737,72965,2020-07-04,
WILKES,8215,21951,146,7,13,11194,37799,1615,44,2068,724,19033,21120,1373,41526,2020-07-04,
WILSON,27432,13480,188,9,34,14307,27395,22933,104,5018,1403,23672,29722,2056,55450,2020-07-04,
YADKIN,3493,13251,101,10,10,6719,21169,729,28,1658,752,10861,11918,805,23584,2020-07-04,
YANCEY,4454,4823,51,1,4,4055,12671,80,19,618,76,6208,6767,413,13388,2020-07-04,
ALAMANCE,36738,33361,557,17,44,31944,70131,21056,257,11217,3992,43995,53928,4738,102661,2020-03-07,
ALEXANDER,5260,10873,90,0,13,7489,21570,925,35,1195,331,11113,11982,630,23725,2020-03-07,
ALLEGHANY,2196,2690,33,2,1,2239,6642,72,7,440,175,3316,3594,251,7161,2020-03-07,
ANSON,10129,2478,29,7,24,3371,6661,6828,27,2522,82,6213,7567,2258,16038,2020-03-07,
ASHE,4540,8082,76,3,7,5662,17507,103,21,739,208,8491,9514,365,18370,2020-03-07,
AVERY,1356,6751,53,3,3,3430,10930,76,18,572,87,5343,5970,283,11596,2020-03-07,
BEAUFORT,11952,11117,102,8,9,9459,22809,7715,43,2080,468,14301,16917,1429,32647,2020-03-07,
BERTIE,8649,1448,27,2,2,2706,4585,7663,19,567,37,5502,6941,391,12834,2020-03-07,
BLADEN,10864,4373,51,1,7,6689,12603,7939,384,1059,430,9930,11721,334,21985,2020-03-07,
BRUNSWICK,26039,40990,469,16,35,38398,88993,8570,319,8065,1355,46759,53931,5257,105947,2020-03-07,
BUNCOMBE,74308,44669,1521,157,79,75505,166606,10581,379,18673,3899,85841,101401,8997,196239,2020-03-07,
BURKE,15419,20357,285,18,25,18486,47489,3168,79,3854,943,25024,28140,1426,54590,2020-03-07,
CABARRUS,41510,49127,929,46,83,47584,94947,26194,350,17788,5218,60356,71412,7511,139279,2020-03-07,
CALDWELL,11600,24074,363,31,19,15361,46087,2694,66,2601,869,23986,26425,1037,51448,2020-03-07,
CAMDEN,1810,2584,60,0,2,3224,6289,963,10,418,35,3633,3851,196,7680,2020-03-07,
CARTERET,10626,22993,243,5,11,18326,46363,2468,95,3278,539,23442,26493,2269,52204,2020-03-07,
CASWELL,6896,3425,37,2,7,4365,9098,4813,17,804,157,6618,7654,460,14732,2020-03-07,
CATAWBA,22667,44062,458,16,46,35153,83187,8923,120,10172,3312,46247,52411,3744,102402,2020-03-07,
CHATHAM,20442,13140,272,16,24,20503,41195,6061,109,7032,1695,23056,27222,4119,54397,2020-03-07,
CHEROKEE,4258,10012,127,7,8,7015,20462,216,124,625,176,10159,11199,69,21427,2020-03-07,
CHOWAN,4178,2680,32,3,1,2963,6414,2982,12,449,61,4298,5383,176,9857,2020-03-07,
CLAY,1617,3856,55,3,5,3118,8252,46,15,341,57,4016,4432,206,8654,2020-03-07,
CLEVELAND,23107,21687,282,10,28,17883,45778,13427,87,3705,655,27947,32978,2072,62997,2020-03-07,
COLUMBUS,17062,8140,78,3,11,9803,21920,10744,939,1494,308,15664,18768,665,35097,2020-03-07,
CRAVEN,21357,24781,410,27,28,22428,48626,14622,163,5620,1620,30279,36515,2237,69031,2020-03-07,
CUMBERLAND,92221,47680,1319,47,113,68063,88809,85891,2275,32468,12127,86247,108491,14705,209443,2020-03-07,
CURRITUCK,3561,7979,175,10,9,8526,18097,1077,46,1040,152,9604,10153,503,20260,2020-03-07,
DARE,7998,9575,224,11,9,11821,27562,572,36,1468,260,13766,15196,676,29638,2020-03-07,
DAVIDSON,23401,50523,481,22,42,32247,88211,10104,248,8153,2125,48058,54779,3879,106716,2020-03-07,
DAVIE,5005,15232,135,6,14,9304,25578,1863,36,2219,548,13569,15121,1006,29696,2020-03-07,
DUPLIN,12436,8253,105,3,18,8418,17890,8383,49,2911,1614,12700,15244,1289,29233,2020-03-07,
DURHAM,124345,25886,1139,108,54,76601,109598,78781,574,39180,9357,93684,118850,15599,228133,2020-03-07,
EDGECOMBE,23245,5893,78,6,14,5427,12169,20843,72,1579,428,14668,19248,747,34663,2020-03-07,
FORSYTH,101955,73339,1393,87,111,80522,159287,68521,510,29089,10388,109168,134719,13520,257407,2020-03-07,
FRANKLIN,16662,13674,237,16,29,13342,28488,10932,129,4411,1096,19257,21995,2708,43960,2020-03-07,
GASTON,41098,53929,830,35,86,44248,102987,23762,319,13158,3875,61150,72880,6196,140226,2020-03-07,
GATES,3836,1760,29,0,2,2281,4904,2576,16,412,41,3543,4031,334,7908,2020-03-07,
GRAHAM,1499,2685,26,0,2,1596,5399,4,269,136,19,2764,2974,70,5808,2020-03-07,
GRANVILLE,17357,9434,153,8,16,10744,22674,11905,77,3056,790,16169,19092,2451,37712,2020-03-07,
GREENE,5662,2212,21,4,5,3086,6161,4023,10,796,419,4878,5880,232,10990,2020-03-07,
GUILFORD,160452,90506,2050,123,146,111288,196087,124975,977,42526,10735,156111,196112,12342,364565,2020-03-07,
HALIFAX,22988,4565,97,8,5,8835,14220,19434,1068,1776,255,15841,19758,899,36498,2020-03-07,
HARNETT,24656,26732,547,22,48,23470,48652,16451,453,9919,3615,32544,38889,4042,75475,2020-03-07,
HAYWOOD,14464,14075,276,11,19,14594,40989,457,101,1892,390,19847,22777,815,43439,2020-03-07,
HENDERSON,17040,30683,485,29,31,34309,73673,2366,144,6394,2008,36454,43293,2830,82577,2020-03-07,
HERTFORD,10191,1407,33,4,7,2918,4658,9169,90,643,100,6160,8110,290,14560,2020-03-07,
HOKE,13785,6496,227,9,26,9926,12709,12055,1949,3756,1991,13392,16457,620,30469,2020-03-07,
HYDE,1567,530,16,1,0,934,2273,642,1,132,35,1389,1572,87,3048,2020-03-07,
IREDELL,28294,50249,642,35,46,42060,97367,13578,212,10169,3216,55157,61804,4365,121326,2020-03-07,
JACKSON,9464,7657,197,9,6,10665,23563,666,1375,2394,584,12346,14300,1352,27998,2020-03-07,
JOHNSTON,38036,50595,841,31,97,42479,95889,21364,371,14455,5650,59260,68559,4260,132079,2020-03-07,
JONES,3124,1942,24,1,1,2015,4408,2288,15,396,73,3224,3650,233,7107,2020-03-07,
LEE,13444,10494,210,4,17,12095,24144,7338,137,4645,2611,15706,19004,1554,36264,2020-03-07,
LENOIR,18495,9629,112,2,10,8769,19257,15520,64,2176,628,15851,19877,1289,37017,2020-03-07,
LINCOLN,12205,26425,299,12,29,18752,49987,3124,83,4528,1457,26473,28873,2376,57722,2020-03-07,
MACON,5883,10844,147,14,14,8795,24386,183,50,1078,344,11841,13600,256,25697,2020-03-07,
MADISON,5854,4328,113,10,5,6036,15169,176,27,974,166,7555,8075,716,16346,2020-03-07,
MARTIN,8923,3241,38,2,6,3788,8647,6809,29,513,125,7052,8734,212,15998,2020-03-07,
MCDOWELL,6966,11328,154,8,10,9587,26585,799,25,644,376,13292,14761,0,28053,2020-03-07,
MECKLENBURG,321896,164132,5068,232,325,254302,397408,238930,2025,107592,35327,323762,389228,32965,745955,2020-03-07,
MITCHELL,1049,6200,34,1,3,3123,9829,31,9,541,96,4853,5276,281,10410,2020-03-07,
MONTGOMERY,6276,5199,72,1,16,4416,11414,3183,42,1341,597,7345,8213,422,15980,2020-03-07,
MOORE,15890,28357,434,16,32,24379,56451,7918,310,4429,1260,30955,36971,1182,69108,2020-03-07,
NASH,31516,18681,232,8,38,15337,34593,26375,327,4517,1337,28831,35157,1824,65812,2020-03-07,
NEW HANOVER,50758,52399,1246,59,71,63561,131457,20587,383,15667,3111,72383,85096,10615,168094,2020-03-07,
NORTHAMPTON,9085,1388,26,4,3,2964,5205,7745,33,487,48,5885,7153,432,13470,2020-03-07,
ONSLOW,24809,39513,1084,41,81,41022,74707,18288,372,13183,5718,46533,55638,4379,106550,2020-03-07,
ORANGE,51512,14813,672,38,26,43465,78241,12192,266,19827,3835,46622,55910,7994,110526,2020-03-07,
PAMLICO,3240,3282,44,1,5,2623,7140,1517,28,510,83,4181,4727,287,9195,2020-03-07,
PASQUOTANK,11318,6229,167,14,9,9434,15564,9680,40,1887,276,11869,14339,963,27171,2020-03-07,
PENDER,11465,15981,273,10,24,13648,32088,5996,99,3218,838,18849,21098,1454,41401,2020-03-07,
PERQUIMANS,3485,2793,40,3,7,3240,7029,2171,22,346,45,4355,5060,153,9568,2020-03-07,
PERSON,11030,6790,105,4,8,8071,17390,6973,122,1523,354,11527,13745,736,26008,2020-03-07,
PITT,51836,30740,743,53,64,36964,67617,41871,259,10653,2777,50731,64141,5528,120400,2020-03-07,
POLK,3910,5605,81,9,8,5864,14094,662,7,714,207,6999,8214,264,15477,2020-03-07,
RANDOLPH,16846,45516,509,20,41,26038,75960,5639,272,7099,2926,40727,45627,2616,88970,2020-03-07,
RICHMOND,14064,6086,84,8,19,8039,16961,9372,393,1574,395,12612,15113,575,28300,2020-03-07,
ROBESON,43272,9936,204,12,53,20465,21253,20506,25870,6313,1659,32460,40428,1054,73942,2020-03-07,
ROCKINGHAM,19997,21228,262,11,27,16903,43024,11305,107,3992,894,26699,31729,0,58428,2020-03-07,
ROWAN,24810,37975,426,29,50,28327,68739,15535,175,7168,2047,41044,46935,3638,91617,2020-03-07,
RUTHERFORD,12279,17404,213,11,19,13660,36573,4200,66,2747,629,19512,22516,1558,43586,2020-03-07,
SAMPSON,14404,13724,131,5,19,7936,21659,10609,524,3427,1991,15988,19443,788,36219,2020-03-07,
SCOTLAND,11213,3665,69,6,19,6143,9740,8438,1569,1368,185,8909,11486,720,21115,2020-03-07,
STANLY,9709,18704,150,10,26,12408,33399,4361,82,3165,444,18459,20774,1774,41007,2020-03-07,
STOKES,6454,15016,156,9,13,8288,27076,1207,51,1602,300,14149,15676,111,29936,2020-03-07,
SURRY,11511,19381,131,8,11,13211,39183,1716,53,3301,1412,19875,22970,1408,44253,2020-03-07,
SWAIN,3386,2682,39,5,0,3415,7546,115,1505,361,60,4452,4986,89,9527,2020-03-07,
TRANSYLVANIA,6200,8153,119,3,5,10836,22983,839,46,1448,189,11368,13092,856,25316,2020-03-07,
TYRRELL,1171,360,9,0,1,685,1416,683,7,120,35,1012,1167,47,2226,2020-03-07,
UNION,38442,64703,853,39,66,53908,119234,18927,418,19432,6507,71548,79569,6894,158011,2020-03-07,
VANCE,18133,4258,77,7,19,5971,11629,14949,51,1836,571,12152,15443,870,28465,2020-03-07,
WAKE,275226,184074,5473,249,306,286685,480320,143244,1888,126561,27754,328195,376437,47381,752013,2020-03-07,
